TYP;Id_Men;Id_Pers;Sexe;Age;Dipl
T4;73;145;1;27;Z
T4;73;146;2;31;B
T4;74;147;1;20;Z
T4;74;148;2;73;D
T4;75;149;1;28;Z
T4;75;150;2;20;Z
T4;76;151;1;20;Z
T4;76;152;2;21;Z
T4;77;153;1;71;C
T4;77;154;2;30;D
T4;78;155;1;20;Z
T4;78;156;2;24;Z
T4;79;157;1;27;Z
T4;79;158;2;21;Z
T4;80;159;1;26;Z
T4;80;160;2;22;Z
T4;81;161;1;79;A
T4;81;162;2;36;A
T4;82;163;1;31;D
T4;82;164;2;27;Z
T4;83;165;1;22;Z
T4;83;166;2;33;D
T4;84;167;1;39;B
T4;84;168;2;29;Z
T4;85;169;1;25;Z
T4;85;170;2;22;Z
T4;86;171;1;28;Z
T4;86;172;2;24;Z
T4;87;173;1;21;Z
T4;87;174;2;30;D
T4;88;175;1;30;C
T4;88;176;2;25;Z
T4;89;177;1;22;Z
T4;89;178;2;22;Z
T4;90;179;1;26;Z
T4;90;180;2;27;Z
T4;91;181;1;20;Z
T4;91;182;2;24;Z
T4;92;183;1;22;Z
T4;92;184;2;20;Z
T4;93;185;1;29;Z
T4;93;186;2;68;D
T4;94;187;1;26;Z
T4;94;188;2;31;D
T4;95;189;1;28;Z
T4;95;190;2;22;Z
T4;96;191;1;37;D
T4;96;192;2;18;Z
T4;97;193;1;29;Z
T4;97;194;2;20;Z
T4;98;195;1;28;Z
T4;98;196;2;24;Z
T4;99;197;1;24;Z
T4;99;198;2;25;Z
T4;100;199;1;58;D
T4;100;200;2;31;D
T4;101;201;1;31;D
T4;101;202;2;22;Z
T4;102;203;1;29;Z
T4;102;204;2;28;Z
T4;103;205;1;27;Z
T4;103;206;2;28;Z
T4;104;207;1;21;Z
T4;104;208;2;36;D
T4;105;209;1;26;Z
T4;105;210;2;26;Z
T4;106;211;1;36;A
T4;106;212;2;21;Z
T4;107;213;1;56;D
T4;107;214;2;72;D
T4;108;215;1;82;A
T4;108;216;2;56;D
T4;109;217;1;24;Z
T4;109;218;2;26;Z
T4;110;219;1;51;D
T4;110;220;2;24;Z
T4;111;221;1;74;B
T4;111;222;2;47;C
T4;112;223;1;71;D
T4;112;224;2;22;Z
T4;113;225;1;31;D
T4;113;226;2;31;A
T4;114;227;1;30;D
T4;114;228;2;25;Z
T4;115;229;1;29;Z
T4;115;230;2;27;Z
T4;116;231;1;77;B
T4;116;232;2;24;Z
T4;117;233;1;21;Z
T4;117;234;2;21;Z
T4;118;235;1;22;Z
T4;118;236;2;21;Z
T4;119;237;1;24;Z
T4;119;238;2;22;Z
T4;120;239;1;49;C
T4;120;240;2;75;D
T4;121;241;1;20;Z
T4;121;242;2;28;Z
T4;122;243;1;21;Z
T4;122;244;2;35;D
T4;123;245;1;21;Z
T4;123;246;2;21;Z
T4;124;247;1;20;Z
T4;124;248;2;21;Z
T4;125;249;1;18;Z
T4;125;250;2;25;Z
T4;126;251;1;29;Z
T4;126;252;2;23;Z
T4;127;253;1;22;Z
T4;127;254;2;55;D
T4;128;255;1;31;D
T4;128;256;2;26;Z
T4;129;257;1;28;Z
T4;129;258;2;22;Z
T4;130;259;1;23;Z
T4;130;260;2;18;Z
T4;131;261;1;27;Z
T4;131;262;2;26;Z
T4;132;263;1;19;Z
T4;132;264;2;26;Z
T4;133;265;1;22;Z
T4;133;266;2;38;D
T4;134;267;1;23;Z
T4;134;268;2;63;A
T4;135;269;1;58;A
T4;135;270;2;29;Z
T4;136;271;1;28;Z
T4;136;272;2;28;Z
T4;137;273;1;27;Z
T4;137;274;2;24;Z
T4;138;275;1;20;Z
T4;138;276;2;52;D
T4;139;277;1;27;Z
T4;139;278;2;15;Z
T4;140;279;1;33;D
T4;140;280;2;34;C
T4;141;281;1;31;D
T4;141;282;2;24;Z
T4;142;283;1;21;Z
T4;142;284;2;21;Z
T4;143;285;1;29;Z
T4;143;286;2;24;Z
T4;144;287;1;32;C
T4;144;288;2;27;Z
T4;145;289;1;36;D
T4;145;290;2;34;D
T4;146;291;1;19;Z
T4;146;292;2;29;Z
T4;147;293;1;51;C
T4;147;294;2;33;C
T4;148;295;1;34;D
T4;148;296;2;28;Z
T4;149;297;1;24;Z
T4;149;298;2;79;D
T4;150;299;1;29;Z
T4;150;300;2;21;Z
T4;151;301;1;33;D
T4;151;302;2;67;C
T4;152;303;1;26;Z
T4;152;304;2;29;Z
T4;153;305;1;59;A
T4;153;306;2;47;D
T4;154;307;1;20;Z
T4;154;308;2;48;D
T4;155;309;1;28;Z
T4;155;310;2;31;C
T4;156;311;1;29;Z
T4;156;312;2;24;Z
T4;157;313;1;25;Z
T4;157;314;2;25;Z
T4;158;315;1;25;Z
T4;158;316;2;26;Z
T4;159;317;1;66;D
T4;159;318;2;62;B
T4;160;319;1;26;Z
T4;160;320;2;33;A
T4;161;321;1;20;Z
T4;161;322;2;62;D
T4;162;323;1;44;D
T4;162;324;2;30;A
T4;163;325;1;23;Z
T4;163;326;2;26;Z
T4;164;327;1;28;Z
T4;164;328;2;49;C
T4;165;329;1;27;Z
T4;165;330;2;20;Z
T4;166;331;1;28;Z
T4;166;332;2;29;Z
T4;167;333;1;20;Z
T4;167;334;2;32;C
T4;168;335;1;27;Z
T4;168;336;2;28;Z
T4;169;337;1;27;Z
T4;169;338;2;51;A
T4;170;339;1;25;Z
T4;170;340;2;17;Z
T4;171;341;1;24;Z
T4;171;342;2;29;Z
T4;172;343;1;29;Z
T4;172;344;2;64;D
T4;173;345;1;28;Z
T4;173;346;2;30;B
T4;174;347;1;28;Z
T4;174;348;2;68;A
T4;175;349;1;24;Z
T4;175;350;2;29;Z
T4;176;351;1;29;Z
T4;176;352;2;20;Z
T4;177;353;1;29;Z
T4;177;354;2;20;Z
T4;178;355;1;58;D
T4;178;356;2;16;Z
T4;179;357;1;25;Z
T4;179;358;2;25;Z
T4;180;359;1;27;Z
T4;180;360;2;37;A
T4;181;361;1;24;Z
T4;181;362;2;31;D
T4;182;363;1;27;Z
T4;182;364;2;21;Z
T4;183;365;1;49;A
T4;183;366;2;25;Z
T4;184;367;1;40;D
T4;184;368;2;31;D
T4;185;369;1;50;B
T4;185;370;2;21;Z
T4;186;371;1;24;Z
T4;186;372;2;46;C
T4;187;373;1;22;Z
T4;187;374;2;25;Z
T4;188;375;1;64;D
T4;188;376;2;24;Z
T4;189;377;1;20;Z
T4;189;378;2;28;Z
T4;190;379;1;34;D
T4;190;380;2;20;Z
T4;191;381;1;25;Z
T4;191;382;2;25;Z
T4;192;383;1;35;C
T4;192;384;2;55;D
T4;193;385;1;87;D
T4;193;386;2;20;Z
T4;194;387;1;21;Z
T4;194;388;2;22;Z
T4;195;389;1;24;Z
T4;195;390;2;25;Z
T4;196;391;1;34;D
T4;196;392;2;19;Z
T4;197;393;1;29;Z
T4;197;394;2;34;C
T4;198;395;1;27;Z
T4;198;396;2;32;D
T4;199;397;1;28;Z
T4;199;398;2;28;Z
T4;200;399;1;21;Z
T4;200;400;2;25;Z
T4;201;401;1;21;Z
T4;201;402;2;49;D
T4;202;403;1;28;Z
T4;202;404;2;47;D
T4;203;405;1;47;C
T4;203;406;2;20;Z
T4;204;407;1;23;Z
T4;204;408;2;29;Z
T4;205;409;1;30;A
T4;205;410;2;34;C
T4;206;411;1;52;D
T4;206;412;2;32;D
T4;207;413;1;28;Z
T4;207;414;2;22;Z
T4;208;415;1;21;Z
T4;208;416;2;21;Z
T4;209;417;1;51;A
T4;209;418;2;28;Z
T4;210;419;1;20;Z
T4;210;420;2;20;Z
T4;211;421;1;28;Z
T4;211;422;2;16;Z
T4;212;423;1;25;Z
T4;212;424;2;27;Z
T4;213;425;1;22;Z
T4;213;426;2;29;Z
T4;214;427;1;49;D
T4;214;428;2;25;Z
T4;215;429;1;29;Z
T4;215;430;2;27;Z
T4;216;431;1;24;Z
T4;216;432;2;67;D
T4;217;433;1;26;Z
T4;217;434;2;32;D
T4;218;435;1;39;D
T4;218;436;2;20;Z
T4;219;437;1;29;Z
T4;219;438;2;41;A
T4;220;439;1;49;D
T4;220;440;2;64;A
T4;221;441;1;78;B
T4;221;442;2;27;Z
T4;222;443;1;33;D
T4;222;444;2;47;C
T4;223;445;1;34;C
T4;223;446;2;25;Z
T4;224;447;1;33;D
T4;224;448;2;28;Z
T4;225;449;1;64;D
T4;225;450;2;30;D
T4;226;451;1;34;A
T4;226;452;2;24;Z
T4;227;453;1;52;C
T4;227;454;2;28;Z
T4;228;455;1;35;D
T4;228;456;2;76;C
T4;229;457;1;24;Z
T4;229;458;2;20;Z
T4;230;459;1;26;Z
T4;230;460;2;28;Z
T4;231;461;1;62;D
T4;231;462;2;26;Z
T4;232;463;1;47;D
T4;232;464;2;26;Z
T4;233;465;1;27;Z
T4;233;466;2;22;Z
T4;234;467;1;21;Z
T4;234;468;2;26;Z
T4;235;469;1;23;Z
T4;235;470;2;15;Z
T4;236;471;1;26;Z
T4;236;472;2;29;Z
T4;237;473;1;28;Z
T4;237;474;2;21;Z
T4;238;475;1;44;C
T4;238;476;2;37;D
T4;239;477;1;24;Z
T4;239;478;2;24;Z
T4;240;479;1;28;Z
T4;240;480;2;37;A
T4;241;481;1;21;Z
T4;241;482;2;22;Z
T4;242;483;1;46;B
T4;242;484;2;21;Z
T4;243;485;1;38;B
T4;243;486;2;20;Z
T4;244;487;1;29;Z
T4;244;488;2;21;Z
T4;245;489;1;29;Z
T4;245;490;2;28;Z
T4;246;491;1;26;Z
T4;246;492;2;57;D
T4;247;493;1;63;D
T4;247;494;2;49;D
T4;248;495;1;22;Z
T4;248;496;2;26;Z
T4;249;497;1;29;Z
T4;249;498;2;25;Z
T4;250;499;1;67;D
T4;250;500;2;23;Z
T4;251;501;1;19;Z
T4;251;502;2;27;Z
T4;252;503;1;22;Z
T4;252;504;2;63;A
T4;253;505;1;58;B
T4;253;506;2;28;Z
T4;254;507;1;29;Z
T4;254;508;2;28;Z
T4;255;509;1;23;Z
T4;255;510;2;34;C
T4;256;511;1;28;Z
T4;256;512;2;34;C
T4;257;513;1;21;Z
T4;257;514;2;26;Z
T4;258;515;1;24;Z
T4;258;516;2;24;Z
T4;259;517;1;29;Z
T4;259;518;2;26;Z
T4;260;519;1;20;Z
T4;260;520;2;58;C
T4;261;521;1;50;D
T4;261;522;2;38;D
T4;262;523;1;27;Z
T4;262;524;2;33;C
T4;263;525;1;25;Z
T4;263;526;2;26;Z
T4;264;527;1;23;Z
T4;264;528;2;20;Z
T4;265;529;1;76;D
T4;265;530;2;32;A
T4;266;531;1;22;Z
T4;266;532;2;18;Z
T4;267;533;1;27;Z
T4;267;534;2;24;Z
T4;268;535;1;21;Z
T4;268;536;2;28;Z
T4;269;537;1;24;Z
T4;269;538;2;26;Z
T4;270;539;1;31;C
T4;270;540;2;24;Z
T4;271;541;1;26;Z
T4;271;542;2;39;B
T4;272;543;1;81;D
T4;272;544;2;22;Z
T4;273;545;1;26;Z
T4;273;546;2;23;Z
T4;274;547;1;33;A
T4;274;548;2;72;D
T4;275;549;1;23;Z
T4;275;550;2;28;Z
T4;276;551;1;25;Z
T4;276;552;2;48;B
T4;277;553;1;26;Z
T4;277;554;2;26;Z
T4;278;555;1;23;Z
T4;278;556;2;21;Z
T4;279;557;1;23;Z
T4;279;558;2;81;D
T4;280;559;1;21;Z
T4;280;560;2;34;D
T4;281;561;1;31;D
T4;281;562;2;25;Z
T4;282;563;1;20;Z
T4;282;564;2;25;Z
T4;283;565;1;34;A
T4;283;566;2;20;Z
T4;284;567;1;20;Z
T4;284;568;2;29;Z
T4;285;569;1;27;Z
T4;285;570;2;33;D
T4;286;571;1;18;Z
T4;286;572;2;24;Z
T4;287;573;1;21;Z
T4;287;574;2;23;Z
T4;288;575;1;51;A
T4;288;576;2;20;Z
T4;289;577;1;26;Z
T4;289;578;2;65;A
T4;290;579;1;21;Z
T4;290;580;2;26;Z
T4;291;581;1;25;Z
T4;291;582;2;29;Z
T4;292;583;1;23;Z
T4;292;584;2;25;Z
T4;293;585;1;25;Z
T4;293;586;2;22;Z
T4;294;587;1;18;Z
T4;294;588;2;28;Z
T4;295;589;1;32;D
T4;295;590;2;39;D
T4;296;591;1;22;Z
T4;296;592;2;29;Z
T4;297;593;1;25;Z
T4;297;594;2;23;Z
T4;298;595;1;69;D
T4;298;596;2;24;Z
T4;299;597;1;29;Z
T4;299;598;2;24;Z
T4;300;599;1;22;Z
T4;300;600;2;29;Z
T4;301;601;1;26;Z
T4;301;602;2;25;Z
T4;302;603;1;28;Z
T4;302;604;2;28;Z
T4;303;605;1;22;Z
T4;303;606;2;29;Z
T4;304;607;1;24;Z
T4;304;608;2;34;A
T4;305;609;1;55;A
T4;305;610;2;26;Z
T4;306;611;1;28;Z
T4;306;612;2;20;Z
T4;307;613;1;28;Z
T4;307;614;2;39;B
T4;308;615;1;26;Z
T4;308;616;2;23;Z
T4;309;617;1;34;C
T4;309;618;2;25;Z
T4;310;619;1;26;Z
T4;310;620;2;25;Z
T4;311;621;1;20;Z
T4;311;622;2;79;A
T4;312;623;1;64;A
T4;312;624;2;32;D
T4;313;625;1;53;D
T4;313;626;2;34;D
T4;314;627;1;27;Z
T4;314;628;2;22;Z
T4;315;629;1;34;A
T4;315;630;2;24;Z
T4;316;631;1;51;C
T4;316;632;2;21;Z
T4;317;633;1;42;B
T4;317;634;2;25;Z
T4;318;635;1;72;B
T4;318;636;2;26;Z
T4;319;637;1;27;Z
T4;319;638;2;25;Z
T4;320;639;1;22;Z
T4;320;640;2;20;Z
T4;321;641;1;23;Z
T4;321;642;2;24;Z
T4;322;643;1;29;Z
T4;322;644;2;23;Z
T4;323;645;1;23;Z
T4;323;646;2;58;B
T4;324;647;1;31;D
T4;324;648;2;21;Z
T4;325;649;1;81;A
T4;325;650;2;22;Z
T4;326;651;1;24;Z
T4;326;652;2;39;D
T4;327;653;1;28;Z
T4;327;654;2;26;Z
T4;328;655;1;27;Z
T4;328;656;2;28;Z
T4;329;657;1;20;Z
T4;329;658;2;29;Z
T4;330;659;1;24;Z
T4;330;660;2;21;Z
T4;331;661;1;29;Z
T4;331;662;2;25;Z
T4;332;663;1;34;D
T4;332;664;2;28;Z
T4;333;665;1;29;Z
T4;333;666;2;22;Z
T4;334;667;1;23;Z
T4;334;668;2;26;Z
T4;335;669;1;24;Z
T4;335;670;2;20;Z
T4;336;671;1;28;Z
T4;336;672;2;34;D
T4;337;673;1;21;Z
T4;337;674;2;22;Z
T4;338;675;1;39;D
T4;338;676;2;25;Z
T4;339;677;1;23;Z
T4;339;678;2;31;D
T4;340;679;1;23;Z
T4;340;680;2;29;Z
T4;341;681;1;26;Z
T4;341;682;2;34;C
T4;342;683;1;62;D
T4;342;684;2;21;Z
T4;343;685;1;35;D
T4;343;686;2;21;Z
T4;344;687;1;60;A
T4;344;688;2;69;A
T4;345;689;1;20;Z
T4;345;690;2;29;Z
T4;346;691;1;64;D
T4;346;692;2;24;Z
T4;347;693;1;21;Z
T4;347;694;2;23;Z
T4;348;695;1;29;Z
T4;348;696;2;17;Z
T4;349;697;1;24;Z
T4;349;698;2;19;Z
T4;350;699;1;29;Z
T4;350;700;2;33;A
T4;351;701;1;24;Z
T4;351;702;2;22;Z
T4;352;703;1;16;Z
T4;352;704;2;27;Z
T4;353;705;1;29;Z
T4;353;706;2;27;Z
T4;354;707;1;26;Z
T4;354;708;2;31;C
T4;355;709;1;20;Z
T4;355;710;2;52;C
T4;356;711;1;23;Z
T4;356;712;2;74;C
T4;357;713;1;28;Z
T4;357;714;2;20;Z
T4;358;715;1;18;Z
T4;358;716;2;62;C
T4;359;717;1;21;Z
T4;359;718;2;23;Z
T4;360;719;1;16;Z
T4;360;720;2;78;C
T4;361;721;1;60;C
T4;361;722;2;22;Z
T4;362;723;1;27;Z
T4;362;724;2;23;Z
T4;363;725;1;25;Z
T4;363;726;2;38;A
T4;364;727;1;33;D
T4;364;728;2;73;B
T4;365;729;1;25;Z
T4;365;730;2;29;Z
T4;366;731;1;32;D
T4;366;732;2;18;Z
T4;367;733;1;28;Z
T4;367;734;2;27;Z
T4;368;735;1;43;A
T4;368;736;2;21;Z
T4;369;737;1;37;D
T4;369;738;2;26;Z
T4;370;739;1;27;Z
T4;370;740;2;29;Z
T4;371;741;1;26;Z
T4;371;742;2;26;Z
T4;372;743;1;15;Z
T4;372;744;2;28;Z
T4;373;745;1;21;Z
T4;373;746;2;21;Z
T4;374;747;1;21;Z
T4;374;748;2;24;Z
T4;375;749;1;20;Z
T4;375;750;2;65;B
T4;376;751;1;92;C
T4;376;752;2;32;A
T4;377;753;1;91;D
T4;377;754;2;48;D
T4;378;755;1;28;Z
T4;378;756;2;23;Z
T4;379;757;1;28;Z
T4;379;758;2;28;Z
T4;380;759;1;22;Z
T4;380;760;2;22;Z
T4;381;761;1;29;Z
T4;381;762;2;20;Z
T4;382;763;1;29;Z
T4;382;764;2;25;Z
T4;383;765;1;22;Z
T4;383;766;2;35;D
T4;384;767;1;29;Z
T4;384;768;2;29;Z
T4;385;769;1;25;Z
T4;385;770;2;21;Z
T4;386;771;1;31;D
T4;386;772;2;24;Z
T4;387;773;1;62;D
T4;387;774;2;22;Z
T4;388;775;1;46;A
T4;388;776;2;25;Z
T4;389;777;1;25;Z
T4;389;778;2;63;D
T4;390;779;1;21;Z
T4;390;780;2;21;Z
T4;391;781;1;31;D
T4;391;782;2;27;Z
T4;392;783;1;59;C
T4;392;784;2;29;Z
T4;393;785;1;29;Z
T4;393;786;2;21;Z
T4;394;787;1;17;Z
T4;394;788;2;20;Z
T4;395;789;1;28;Z
T4;395;790;2;24;Z
T4;396;791;1;23;Z
T4;396;792;2;82;B
T4;397;793;1;32;A
T4;397;794;2;57;A
T4;398;795;1;31;D
T4;398;796;2;32;D
T4;399;797;1;22;Z
T4;399;798;2;54;D
T4;400;799;1;26;Z
T4;400;800;2;25;Z
T4;401;801;1;20;Z
T4;401;802;2;33;B
T4;402;803;1;23;Z
T4;402;804;2;28;Z
T4;403;805;1;28;Z
T4;403;806;2;22;Z
T4;404;807;1;21;Z
T4;404;808;2;26;Z
T4;405;809;1;21;Z
T4;405;810;2;26;Z
T4;406;811;1;21;Z
T4;406;812;2;18;Z
T4;407;813;1;35;C
T4;407;814;2;27;Z
T4;408;815;1;48;D
T4;408;816;2;46;D
T4;409;817;1;31;A
T4;409;818;2;17;Z
T4;410;819;1;39;D
T4;410;820;2;29;Z
T4;411;821;1;51;D
T4;411;822;2;27;Z
T4;412;823;1;22;Z
T4;412;824;2;19;Z
T4;413;825;1;27;Z
T4;413;826;2;24;Z
T4;414;827;1;24;Z
T4;414;828;2;23;Z
T4;415;829;1;26;Z
T4;415;830;2;29;Z
T4;416;831;1;28;Z
T4;416;832;2;28;Z
T4;417;833;1;43;D
T4;417;834;2;62;D
T4;418;835;1;28;Z
T4;418;836;2;21;Z
T4;419;837;1;39;D
T4;419;838;2;28;Z
T4;420;839;1;26;Z
T4;420;840;2;21;Z
T4;421;841;1;20;Z
T4;421;842;2;25;Z
T4;422;843;1;61;C
T4;422;844;2;17;Z
T4;423;845;1;21;Z
T4;423;846;2;21;Z
T4;424;847;1;30;B
T4;424;848;2;23;Z
T4;425;849;1;29;Z
T4;425;850;2;20;Z
T4;426;851;1;20;Z
T4;426;852;2;28;Z
T4;427;853;1;21;Z
T4;427;854;2;66;A
T4;428;855;1;30;D
T4;428;856;2;26;Z
T4;429;857;1;67;D
T4;429;858;2;51;C
T4;430;859;1;32;B
T4;430;860;2;24;Z
T4;431;861;1;21;Z
T4;431;862;2;22;Z
T4;432;863;1;20;Z
T4;432;864;2;29;Z
T4;433;865;1;29;Z
T4;433;866;2;74;A
T4;434;867;1;32;A
T4;434;868;2;29;Z
T4;435;869;1;27;Z
T4;435;870;2;24;Z
T4;436;871;1;29;Z
T4;436;872;2;56;A
T4;437;873;1;34;A
T4;437;874;2;63;A
T4;438;875;1;78;B
T4;438;876;2;26;Z
T4;439;877;1;24;Z
T4;439;878;2;24;Z
T4;440;879;1;20;Z
T4;440;880;2;22;Z
T4;441;881;1;24;Z
T4;441;882;2;20;Z
T4;442;883;1;29;Z
T4;442;884;2;28;Z
T4;443;885;1;39;D
T4;443;886;2;21;Z
T4;444;887;1;77;D
T4;444;888;2;16;Z
T4;445;889;1;24;Z
T4;445;890;2;28;Z
T4;446;891;1;20;Z
T4;446;892;2;15;Z
T4;447;893;1;58;A
T4;447;894;2;26;Z
T4;448;895;1;48;D
T4;448;896;2;20;Z
T4;449;897;1;61;C
T4;449;898;2;27;Z
T4;450;899;1;30;A
T4;450;900;2;25;Z
T4;451;901;1;32;B
T4;451;902;2;27;Z
T4;452;903;1;64;D
T4;452;904;2;31;D
T4;453;905;1;24;Z
T4;453;906;2;23;Z
T4;454;907;1;53;C
T4;454;908;2;28;Z
T4;455;909;1;23;Z
T4;455;910;2;24;Z
T4;456;911;1;33;B
T4;456;912;2;25;Z
T4;457;913;1;22;Z
T4;457;914;2;32;C
T4;458;915;1;66;D
T4;458;916;2;28;Z
T4;459;917;1;25;Z
T4;459;918;2;20;Z
T4;460;919;1;26;Z
T4;460;920;2;22;Z
T4;461;921;1;64;C
T4;461;922;2;46;A
T4;462;923;1;22;Z
T4;462;924;2;23;Z
T4;463;925;1;65;B
T4;463;926;2;30;C
T4;464;927;1;20;Z
T4;464;928;2;28;Z
T4;465;929;1;29;Z
T4;465;930;2;29;Z
T4;466;931;1;28;Z
T4;466;932;2;26;Z
T4;467;933;1;37;C
T4;467;934;2;64;D
T4;468;935;1;16;Z
T4;468;936;2;25;Z
T4;469;937;1;16;Z
T4;469;938;2;54;C
T4;470;939;1;51;D
T4;470;940;2;52;D
T4;471;941;1;25;Z
T4;471;942;2;24;Z
T4;472;943;1;40;A
T4;472;944;2;27;Z
T4;473;945;1;26;Z
T4;473;946;2;61;A
T4;474;947;1;31;D
T4;474;948;2;26;Z
T4;475;949;1;21;Z
T4;475;950;2;25;Z
T4;476;951;1;28;Z
T4;476;952;2;33;B
T4;477;953;1;22;Z
T4;477;954;2;26;Z
T4;478;955;1;69;B
T4;478;956;2;20;Z
T4;479;957;1;48;C
T4;479;958;2;35;A
T4;480;959;1;20;Z
T4;480;960;2;59;C
T4;481;961;1;20;Z
T4;481;962;2;47;C
T4;482;963;1;34;D
T4;482;964;2;22;Z
T4;483;965;1;23;Z
T4;483;966;2;25;Z
T4;484;967;1;66;D
T4;484;968;2;17;Z
T4;485;969;1;24;Z
T4;485;970;2;48;B
T4;486;971;1;29;Z
T4;486;972;2;28;Z
T4;487;973;1;21;Z
T4;487;974;2;16;Z
T4;488;975;1;27;Z
T4;488;976;2;26;Z
T4;489;977;1;51;D
T4;489;978;2;23;Z
T4;490;979;1;34;B
T4;490;980;2;59;D
T4;491;981;1;51;B
T4;491;982;2;29;Z
T4;492;983;1;58;D
T4;492;984;2;32;D
T4;493;985;1;20;Z
T4;493;986;2;21;Z
T4;494;987;1;21;Z
T4;494;988;2;34;D
T4;495;989;1;30;D
T4;495;990;2;18;Z
T4;496;991;1;20;Z
T4;496;992;2;27;Z
T4;497;993;1;31;B
T4;497;994;2;32;B
T4;498;995;1;74;D
T4;498;996;2;20;Z
T4;499;997;1;25;Z
T4;499;998;2;20;Z
T4;500;999;1;19;Z
T4;500;1000;2;30;D
T4;501;1001;1;30;C
T4;501;1002;2;31;C
T4;502;1003;1;24;Z
T4;502;1004;2;23;Z
T4;503;1005;1;38;D
T4;503;1006;2;20;Z
T4;504;1007;1;27;Z
T4;504;1008;2;20;Z
T4;505;1009;1;21;Z
T4;505;1010;2;57;B
T4;506;1011;1;26;Z
T4;506;1012;2;32;A
T4;507;1013;1;29;Z
T4;507;1014;2;38;B
T4;508;1015;1;49;D
T4;508;1016;2;32;A
T4;509;1017;1;22;Z
