TYP;Id_Men;Id_Pers;Sexe;Age;Dipl
T2;41;82;1;44;A
T2;42;83;2;24;Z
T2;42;84;1;21;Z
T2;43;85;1;21;Z
T2;43;86;2;17;Z
T2;44;87;2;17;Z
T2;44;88;1;15;Z
T2;45;89;1;18;Z
T2;45;90;1;29;Z
T2;46;91;1;21;Z
T2;46;92;2;16;Z
T2;47;93;1;23;Z
T2;47;94;2;22;Z
T2;48;95;2;19;Z
T2;48;96;2;29;Z
T2;49;97;2;19;Z
T2;49;98;1;23;Z
T2;50;99;1;23;Z
T2;50;100;1;25;Z
T2;51;101;2;24;Z
T2;51;102;2;26;Z
T2;52;103;2;26;Z
T2;52;104;1;23;Z
T2;53;105;2;23;Z
T2;53;106;1;18;Z
T2;54;107;1;18;Z
T2;54;108;2;20;Z
T2;55;109;2;33;A
T2;55;110;1;20;Z
T2;56;111;2;30;C
T2;56;112;1;20;Z
T2;57;113;1;20;Z
T2;57;114;1;29;Z
T2;58;115;2;17;Z
T2;58;116;1;22;Z
T2;59;117;1;22;Z
T2;59;118;2;16;Z
T2;60;119;1;20;Z
T2;60;120;1;24;Z
T2;61;121;1;19;Z
T2;61;122;2;15;Z
T2;62;123;1;27;Z
T2;62;124;2;18;Z
T2;63;125;2;21;Z
T2;63;126;2;23;Z
T2;64;127;2;19;Z
T2;64;128;1;21;Z
T2;65;129;2;21;Z
T2;65;130;2;16;Z
T2;66;131;1;17;Z
T2;66;132;1;23;Z
T2;67;133;2;21;Z
T2;67;134;2;18;Z
T2;68;135;2;19;Z
T2;68;136;1;21;Z
T2;69;137;2;16;Z
T2;69;138;2;19;Z
T2;70;139;2;17;Z
T2;70;140;1;20;Z
T2;71;141;1;22;Z
T2;71;142;2;15;Z
T2;72;143;2;24;Z
T2;72;144;2;24;Z
T2;73;145;1;32;D
T2;73;146;2;20;Z
T2;74;147;1;24;Z
T2;74;148;1;16;Z
T2;75;149;1;20;Z
T2;75;150;2;25;Z
T2;76;151;2;19;Z
T2;76;152;1;22;Z
T2;77;153;2;22;Z
T2;77;154;1;45;C
T2;78;155;2;20;Z
T2;78;156;1;23;Z
T2;79;157;1;26;Z
T2;79;158;2;19;Z
T2;80;159;2;23;Z
T2;80;160;2;16;Z
T2;81;161;2;18;Z
T2;81;162;2;20;Z
T2;82;163;2;23;Z
T2;82;164;1;29;Z
T2;83;165;2;34;A
T2;83;166;1;15;Z
T2;84;167;2;30;B
T2;84;168;1;24;Z
T2;85;169;1;25;Z
T2;85;170;1;82;A
T2;86;171;2;20;Z
T2;86;172;1;21;Z
T2;87;173;1;27;Z
T2;87;174;2;23;Z
T2;88;175;1;25;Z
T2;88;176;2;19;Z
T2;89;177;2;24;Z
T2;89;178;1;19;Z
T2;90;179;2;19;Z
T2;90;180;1;57;C
T2;91;181;1;19;Z
T2;91;182;2;18;Z
T2;92;183;1;29;Z
T2;92;184;1;24;Z
T2;93;185;1;23;Z
T2;93;186;1;21;Z
T2;94;187;1;23;Z
T2;94;188;1;22;Z
T2;95;189;1;23;Z
T2;95;190;1;20;Z
T2;96;191;2;22;Z
T2;96;192;2;25;Z
T2;97;193;1;41;A
T2;97;194;2;20;Z
T2;98;195;1;15;Z
T2;98;196;1;23;Z
T2;99;197;2;18;Z
T2;99;198;1;23;Z
T2;100;199;1;23;Z
T2;100;200;1;18;Z
T2;101;201;2;20;Z
T2;101;202;2;26;Z
T2;102;203;1;42;D
T2;102;204;1;20;Z
T2;103;205;2;22;Z
T2;103;206;2;20;Z
T2;104;207;2;24;Z
T2;104;208;1;23;Z
T2;105;209;2;21;Z
T2;105;210;1;24;Z
T2;106;211;1;22;Z
T2;106;212;2;24;Z
T2;107;213;1;24;Z
T2;107;214;2;23;Z
T2;108;215;2;17;Z
T2;108;216;1;16;Z
T2;109;217;2;21;Z
T2;109;218;1;22;Z
T2;110;219;1;16;Z
T2;110;220;1;23;Z
T2;111;221;2;17;Z
T2;111;222;1;22;Z
T2;112;223;2;17;Z
T2;112;224;2;17;Z
T2;113;225;2;16;Z
T2;113;226;2;24;Z
T2;114;227;1;28;Z
T2;114;228;2;22;Z
T2;115;229;2;20;Z
T2;115;230;2;19;Z
T2;116;231;1;29;Z
T2;116;232;2;25;Z
T2;117;233;2;27;Z
T2;117;234;1;24;Z
T2;118;235;1;20;Z
T2;118;236;2;20;Z
T2;119;237;2;24;Z
T2;119;238;2;30;A
T2;120;239;2;18;Z
T2;120;240;2;20;Z
T2;121;241;2;28;Z
T2;121;242;2;19;Z
T2;122;243;1;20;Z
T2;122;244;2;23;Z
T2;123;245;2;19;Z
T2;123;246;1;24;Z
T2;124;247;1;19;Z
T2;124;248;2;24;Z
T2;125;249;2;28;Z
T2;125;250;1;24;Z
T2;126;251;1;23;Z
T2;126;252;1;22;Z
T2;127;253;2;20;Z
T2;127;254;2;17;Z
T2;128;255;1;25;Z
T2;128;256;2;16;Z
T2;129;257;1;23;Z
T2;129;258;2;17;Z
T2;130;259;2;26;Z
T2;130;260;1;17;Z
T2;131;261;1;25;Z
T2;131;262;2;22;Z
T2;132;263;2;27;Z
T2;132;264;1;18;Z
T2;133;265;2;33;D
T2;133;266;2;15;Z
T2;134;267;1;22;Z
T2;134;268;2;15;Z
T2;135;269;1;17;Z
T2;135;270;2;22;Z
T2;136;271;1;23;Z
T2;136;272;1;16;Z
T2;137;273;2;21;Z
T2;137;274;2;23;Z
T2;138;275;1;35;C
T2;138;276;1;21;Z
T2;139;277;2;23;Z
T2;139;278;1;16;Z
T2;140;279;1;18;Z
T2;140;280;2;23;Z
T2;141;281;1;22;Z
T2;141;282;2;20;Z
T2;142;283;2;16;Z
T2;142;284;1;29;Z
T2;143;285;1;21;Z
T2;143;286;2;26;Z
T2;144;287;2;28;Z
T2;144;288;2;21;Z
T2;145;289;2;19;Z
T2;145;290;1;17;Z
T2;146;291;1;76;C
T2;146;292;1;20;Z
T2;147;293;2;16;Z
T2;147;294;2;28;Z
T2;148;295;2;33;A
T2;148;296;2;21;Z
T2;149;297;2;15;Z
T2;149;298;2;20;Z
T2;150;299;2;28;Z
T2;150;300;2;23;Z
T2;151;301;1;22;Z
T2;151;302;1;26;Z
T2;152;303;2;33;A
T2;152;304;1;22;Z
T2;153;305;2;17;Z
T2;153;306;2;23;Z
T2;154;307;1;21;Z
T2;154;308;2;16;Z
T2;155;309;2;16;Z
T2;155;310;2;23;Z
T2;156;311;2;23;Z
T2;156;312;2;21;Z
T2;157;313;1;59;A
T2;157;314;2;21;Z
T2;158;315;2;17;Z
T2;158;316;1;21;Z
T2;159;317;2;22;Z
T2;159;318;1;24;Z
T2;160;319;2;18;Z
T2;160;320;2;21;Z
T2;161;321;2;15;Z
T2;161;322;2;18;Z
T2;162;323;1;23;Z
T2;162;324;2;15;Z
T2;163;325;1;20;Z
T2;163;326;2;16;Z
T2;164;327;1;31;D
T2;164;328;2;18;Z
T2;165;329;1;22;Z
T2;165;330;1;21;Z
T2;166;331;1;25;Z
T2;166;332;1;20;Z
T2;167;333;2;19;Z
T2;167;334;2;23;Z
T2;168;335;2;18;Z
T2;168;336;2;25;Z
T2;169;337;2;19;Z
T2;169;338;1;16;Z
T2;170;339;1;20;Z
T2;170;340;1;33;D
T2;171;341;1;24;Z
T2;171;342;2;21;Z
T2;172;343;1;20;Z
T2;172;344;1;20;Z
T2;173;345;2;15;Z
T2;173;346;2;23;Z
T2;174;347;2;24;Z
T2;174;348;2;16;Z
T2;175;349;1;23;Z
T2;175;350;2;19;Z
T2;176;351;1;25;Z
T2;176;352;2;23;Z
T2;177;353;1;24;Z
T2;177;354;1;40;A
T2;178;355;1;20;Z
T2;178;356;2;22;Z
T2;179;357;1;22;Z
T2;179;358;1;24;Z
T2;180;359;1;26;Z
T2;180;360;2;22;Z
T2;181;361;1;28;Z
T2;181;362;2;22;Z
T2;182;363;2;18;Z
T2;182;364;2;17;Z
T2;183;365;2;23;Z
T2;183;366;2;35;A
T2;184;367;2;23;Z
T2;184;368;1;31;C
T2;185;369;2;25;Z
T2;185;370;2;22;Z
T2;186;371;2;20;Z
T2;186;372;1;22;Z
T2;187;373;1;17;Z
T2;187;374;2;100;C
T2;188;375;1;21;Z
T2;188;376;1;24;Z
T2;189;377;2;18;Z
T2;189;378;1;28;Z
T2;190;379;2;27;Z
T2;190;380;2;18;Z
T2;191;381;2;23;Z
T2;191;382;1;16;Z
T2;192;383;2;21;Z
T2;192;384;2;20;Z
T2;193;385;2;16;Z
T2;193;386;1;23;Z
T2;194;387;1;25;Z
T2;194;388;1;22;Z
T2;195;389;2;21;Z
T2;195;390;2;23;Z
T2;196;391;1;23;Z
T2;196;392;2;34;C
T2;197;393;1;17;Z
T2;197;394;2;24;Z
T2;198;395;1;17;Z
T2;198;396;2;18;Z
T2;199;397;1;21;Z
T2;199;398;2;17;Z
T2;200;399;2;19;Z
T2;200;400;1;16;Z
T2;201;401;2;15;Z
T2;201;402;1;17;Z
T2;202;403;2;19;Z
T2;202;404;1;24;Z
T2;203;405;1;28;Z
T2;203;406;2;33;C
T2;204;407;1;26;Z
T2;204;408;2;42;B
T2;205;409;1;23;Z
T2;205;410;1;25;Z
T2;206;411;2;20;Z
T2;206;412;1;26;Z
T2;207;413;1;25;Z
T2;207;414;1;20;Z
T2;208;415;2;25;Z
T2;208;416;2;19;Z
T2;209;417;2;30;A
T2;209;418;2;23;Z
T2;210;419;2;20;Z
T2;210;420;1;25;Z
T2;211;421;2;17;Z
T2;211;422;1;22;Z
T2;212;423;2;18;Z
T2;212;424;2;18;Z
T2;213;425;2;20;Z
T2;213;426;2;19;Z
T2;214;427;1;84;B
T2;214;428;1;22;Z
T2;215;429;2;22;Z
T2;215;430;2;25;Z
T2;216;431;1;17;Z
T2;216;432;1;18;Z
T2;217;433;2;21;Z
T2;217;434;2;21;Z
T2;218;435;2;15;Z
T2;218;436;2;17;Z
T2;219;437;2;23;Z
T2;219;438;1;16;Z
T2;220;439;2;24;Z
T2;220;440;2;26;Z
T2;221;441;1;17;Z
T2;221;442;2;20;Z
T2;222;443;1;24;Z
T2;222;444;1;20;Z
T2;223;445;1;27;Z
T2;223;446;2;17;Z
T2;224;447;2;35;A
T2;224;448;1;29;Z
T2;225;449;2;29;Z
T2;225;450;2;15;Z
T2;226;451;1;15;Z
T2;226;452;2;30;B
T2;227;453;2;24;Z
T2;227;454;1;18;Z
T2;228;455;1;28;Z
T2;228;456;2;20;Z
T2;229;457;1;25;Z
T2;229;458;1;16;Z
T2;230;459;2;19;Z
T2;230;460;1;25;Z
T2;231;461;2;18;Z
T2;231;462;2;22;Z
T2;232;463;2;22;Z
T2;232;464;1;23;Z
T2;233;465;2;21;Z
T2;233;466;2;16;Z
T2;234;467;2;52;D
T2;234;468;2;22;Z
T2;235;469;1;36;D
T2;235;470;2;26;Z
T2;236;471;2;27;Z
T2;236;472;1;22;Z
T2;237;473;2;18;Z
T2;237;474;2;24;Z
T2;238;475;2;15;Z
T2;238;476;2;21;Z
T2;239;477;2;19;Z
T2;239;478;2;22;Z
T2;240;479;1;18;Z
T2;240;480;2;20;Z
T2;241;481;1;19;Z
T2;241;482;2;17;Z
T2;242;483;2;25;Z
T2;242;484;1;28;Z
T2;243;485;2;17;Z
T2;243;486;1;27;Z
T2;244;487;1;18;Z
T2;244;488;1;23;Z
T2;245;489;2;21;Z
T2;245;490;1;21;Z
T2;246;491;2;23;Z
T2;246;492;1;25;Z
T2;247;493;2;18;Z
T2;247;494;2;24;Z
T2;248;495;1;25;Z
T2;248;496;1;15;Z
T2;249;497;2;25;Z
T2;249;498;1;20;Z
T2;250;499;2;16;Z
T2;250;500;1;17;Z
T2;251;501;1;21;Z
T2;251;502;2;16;Z
T2;252;503;2;25;Z
T2;252;504;1;21;Z
T2;253;505;2;23;Z
T2;253;506;2;21;Z
T2;254;507;2;18;Z
T2;254;508;1;21;Z
T2;255;509;2;17;Z
T2;255;510;2;15;Z
T2;256;511;1;24;Z
T2;256;512;1;24;Z
T2;257;513;1;23;Z
T2;257;514;1;23;Z
T2;258;515;2;18;Z
T2;258;516;2;24;Z
T2;259;517;2;25;Z
T2;259;518;2;54;B
T2;260;519;2;16;Z
T2;260;520;1;19;Z
T2;261;521;2;21;Z
T2;261;522;1;24;Z
T2;262;523;2;23;Z
T2;262;524;2;23;Z
T2;263;525;2;16;Z
T2;263;526;2;17;Z
T2;264;527;1;25;Z
T2;264;528;1;18;Z
T2;265;529;2;25;Z
T2;265;530;1;15;Z
T2;266;531;1;27;Z
T2;266;532;1;19;Z
T2;267;533;1;21;Z
T2;267;534;1;28;Z
T2;268;535;1;21;Z
T2;268;536;1;24;Z
T2;269;537;2;19;Z
T2;269;538;1;24;Z
T2;270;539;1;17;Z
T2;270;540;1;23;Z
T2;271;541;2;15;Z
T2;271;542;2;18;Z
T2;272;543;1;30;D
T2;272;544;2;23;Z
T2;273;545;1;17;Z
T2;273;546;2;18;Z
T2;274;547;1;22;Z
T2;274;548;2;21;Z
T2;275;549;1;26;Z
T2;275;550;2;20;Z
T2;276;551;1;20;Z
T2;276;552;2;19;Z
T2;277;553;1;24;Z
T2;277;554;1;23;Z
T2;278;555;1;20;Z
T2;278;556;2;23;Z
T2;279;557;2;24;Z
T2;279;558;2;26;Z
T2;280;559;2;21;Z
T2;280;560;1;30;A
T2;281;561;1;20;Z
T2;281;562;2;21;Z
T2;282;563;2;20;Z
T2;282;564;1;25;Z
T2;283;565;1;26;Z
T2;283;566;2;17;Z
T2;284;567;1;22;Z
T2;284;568;2;24;Z
T2;285;569;1;19;Z
T2;285;570;1;27;Z
T2;286;571;2;19;Z
T2;286;572;2;16;Z
T2;287;573;1;15;Z
T2;287;574;2;16;Z
T2;288;575;2;24;Z
T2;288;576;1;21;Z
T2;289;577;1;21;Z
T2;289;578;2;24;Z
T2;290;579;1;20;Z
T2;290;580;1;23;Z
T2;291;581;1;15;Z
T2;291;582;2;24;Z
T2;292;583;2;22;Z
T2;292;584;2;17;Z
T2;293;585;1;27;Z
T2;293;586;1;20;Z
T2;294;587;2;25;Z
T2;294;588;2;19;Z
T2;295;589;1;26;Z
T2;295;590;2;23;Z
T2;296;591;2;22;Z
T2;296;592;1;23;Z
T2;297;593;1;17;Z
T2;297;594;2;22;Z
T2;298;595;1;23;Z
T2;298;596;2;22;Z
T2;299;597;1;28;Z
T2;299;598;1;20;Z
T2;300;599;2;23;Z
T2;300;600;1;24;Z
T2;301;601;2;18;Z
T2;301;602;1;19;Z
T2;302;603;1;29;Z
T2;302;604;2;24;Z
T2;303;605;2;20;Z
T2;303;606;2;24;Z
T2;304;607;1;18;Z
T2;304;608;2;24;Z
T2;305;609;1;29;Z
T2;305;610;1;22;Z
T2;306;611;1;16;Z
T2;306;612;2;16;Z
T2;307;613;1;25;Z
T2;307;614;2;20;Z
T2;308;615;2;16;Z
T2;308;616;2;22;Z
T2;309;617;2;22;Z
T2;309;618;2;20;Z
T2;310;619;1;23;Z
T2;310;620;1;30;B
T2;311;621;2;18;Z
T2;311;622;1;20;Z
T2;312;623;1;20;Z
T2;312;624;2;23;Z
T2;313;625;2;22;Z
T2;313;626;1;19;Z
T2;314;627;2;18;Z
T2;314;628;1;22;Z
T2;315;629;2;19;Z
T2;315;630;2;20;Z
T2;316;631;2;15;Z
T2;316;632;1;27;Z
T2;317;633;1;22;Z
T2;317;634;1;33;A
T2;318;635;2;22;Z
T2;318;636;2;20;Z
T2;319;637;1;20;Z
T2;319;638;1;27;Z
T2;320;639;1;19;Z
T2;320;640;1;23;Z
T2;321;641;1;22;Z
T2;321;642;2;21;Z
T2;322;643;2;25;Z
T2;322;644;1;20;Z
T2;323;645;2;16;Z
T2;323;646;1;25;Z
T2;324;647;2;21;Z
T2;324;648;2;24;Z
T2;325;649;1;18;Z
T2;325;650;1;22;Z
T2;326;651;1;20;Z
T2;326;652;1;21;Z
T2;327;653;1;22;Z
T2;327;654;2;19;Z
T2;328;655;1;24;Z
T2;328;656;1;23;Z
T2;329;657;2;21;Z
T2;329;658;1;23;Z
T2;330;659;2;18;Z
T2;330;660;2;19;Z
T2;331;661;2;18;Z
T2;331;662;1;20;Z
T2;332;663;1;23;Z
T2;332;664;1;20;Z
T2;333;665;2;30;C
T2;333;666;1;22;Z
T2;334;667;2;16;Z
T2;334;668;2;20;Z
T2;335;669;2;19;Z
T2;335;670;2;18;Z
T2;336;671;1;22;Z
T2;336;672;2;18;Z
T2;337;673;2;15;Z
T2;337;674;1;22;Z
T2;338;675;2;21;Z
T2;338;676;1;22;Z
T2;339;677;1;21;Z
T2;339;678;1;15;Z
T2;340;679;1;31;D
T2;340;680;2;20;Z
T2;341;681;1;18;Z
T2;341;682;2;21;Z
T2;342;683;2;19;Z
T2;342;684;1;25;Z
T2;343;685;2;24;Z
T2;343;686;2;24;Z
T2;344;687;1;21;Z
T2;344;688;2;18;Z
T2;345;689;1;61;D
T2;345;690;1;27;Z
T2;346;691;1;22;Z
T2;346;692;1;18;Z
T2;347;693;2;24;Z
T2;347;694;2;17;Z
T2;348;695;2;24;Z
T2;348;696;2;24;Z
T2;349;697;2;20;Z
T2;349;698;2;38;B
T2;350;699;1;23;Z
T2;350;700;1;43;D
T2;351;701;1;17;Z
T2;351;702;2;21;Z
T2;352;703;1;21;Z
T2;352;704;1;23;Z
T2;353;705;2;21;Z
T2;353;706;2;25;Z
T2;354;707;1;21;Z
T2;354;708;2;16;Z
T2;355;709;2;24;Z
T2;355;710;1;17;Z
T2;356;711;1;32;D
T2;356;712;2;23;Z
T2;357;713;2;20;Z
T2;357;714;1;19;Z
T2;358;715;1;24;Z
T2;358;716;1;22;Z
T2;359;717;2;19;Z
T2;359;718;1;15;Z
T2;360;719;2;20;Z
T2;360;720;1;33;A
T2;361;721;1;23;Z
T2;361;722;1;16;Z
T2;362;723;2;16;Z
T2;362;724;2;27;Z
T2;363;725;2;20;Z
T2;363;726;1;20;Z
T2;364;727;1;22;Z
T2;364;728;1;20;Z
T2;365;729;2;20;Z
T2;365;730;1;36;D
T2;366;731;2;30;C
T2;366;732;1;25;Z
T2;367;733;2;21;Z
T2;367;734;1;23;Z
T2;368;735;2;17;Z
T2;368;736;1;23;Z
T2;369;737;2;18;Z
T2;369;738;2;15;Z
T2;370;739;1;25;Z
T2;370;740;2;18;Z
T2;371;741;2;18;Z
T2;371;742;2;18;Z
T2;372;743;1;22;Z
T2;372;744;1;23;Z
T2;373;745;1;22;Z
T2;373;746;2;24;Z
T2;374;747;2;23;Z
T2;374;748;2;21;Z
T2;375;749;1;21;Z
T2;375;750;2;58;D
T2;376;751;1;17;Z
T2;376;752;1;33;B
T2;377;753;1;21;Z
T2;377;754;1;19;Z
T2;378;755;1;23;Z
T2;378;756;2;26;Z
T2;379;757;1;23;Z
T2;379;758;2;23;Z
T2;380;759;1;16;Z
T2;380;760;2;24;Z
T2;381;761;1;19;Z
T2;381;762;2;16;Z
T2;382;763;1;21;Z
T2;382;764;2;39;D
T2;383;765;2;66;A
T2;383;766;2;27;Z
T2;384;767;2;16;Z
T2;384;768;2;21;Z
T2;385;769;1;29;Z
T2;385;770;2;24;Z
T2;386;771;1;20;Z
T2;386;772;1;25;Z
T2;387;773;1;23;Z
T2;387;774;1;24;Z
T2;388;775;2;22;Z
T2;388;776;1;24;Z
T2;389;777;2;21;Z
T2;389;778;2;17;Z
T2;390;779;2;21;Z
T2;390;780;2;17;Z
T2;391;781;2;23;Z
T2;391;782;1;23;Z
T2;392;783;1;49;A
T2;392;784;1;21;Z
T2;393;785;1;15;Z
T2;393;786;2;21;Z
T2;394;787;1;35;C
T2;394;788;1;20;Z
T2;395;789;1;21;Z
T2;395;790;2;17;Z
T2;396;791;1;44;A
T2;396;792;1;19;Z
T2;397;793;2;19;Z
T2;397;794;2;24;Z
T2;398;795;2;23;Z
T2;398;796;2;20;Z
T2;399;797;1;24;Z
T2;399;798;2;19;Z
T2;400;799;1;29;Z
T2;400;800;2;21;Z
T2;401;801;2;20;Z
T2;401;802;1;18;Z
T2;402;803;2;23;Z
T2;402;804;1;22;Z
T2;403;805;2;18;Z
T2;403;806;2;23;Z
T2;404;807;2;23;Z
T2;404;808;2;16;Z
T2;405;809;2;15;Z
T2;405;810;2;23;Z
T2;406;811;1;20;Z
T2;406;812;2;20;Z
T2;407;813;1;22;Z
T2;407;814;2;22;Z
T2;408;815;2;16;Z
T2;408;816;2;26;Z
T2;409;817;1;23;Z
T2;409;818;2;16;Z
T2;410;819;1;21;Z
T2;410;820;1;22;Z
T2;411;821;2;17;Z
T2;411;822;1;22;Z
T2;412;823;1;33;A
T2;412;824;2;24;Z
T2;413;825;1;23;Z
T2;413;826;2;33;D
T2;414;827;2;16;Z
T2;414;828;1;22;Z
T2;415;829;2;22;Z
T2;415;830;2;21;Z
T2;416;831;2;22;Z
T2;416;832;1;23;Z
T2;417;833;2;21;Z
T2;417;834;2;24;Z
T2;418;835;2;21;Z
T2;418;836;2;21;Z
T2;419;837;2;22;Z
T2;419;838;2;20;Z
T2;420;839;2;21;Z
T2;420;840;2;28;Z
T2;421;841;2;30;B
T2;421;842;1;25;Z
T2;422;843;2;23;Z
T2;422;844;2;23;Z
T2;423;845;1;49;D
T2;423;846;1;16;Z
T2;424;847;1;27;Z
T2;424;848;2;21;Z
T2;425;849;2;23;Z
T2;425;850;2;21;Z
T2;426;851;2;23;Z
T2;426;852;1;21;Z
T2;427;853;2;25;Z
T2;427;854;1;22;Z
T2;428;855;1;18;Z
T2;428;856;1;33;C
T2;429;857;2;35;C
T2;429;858;1;23;Z
T2;430;859;1;28;Z
T2;430;860;1;17;Z
T2;431;861;2;18;Z
T2;431;862;2;21;Z
T2;432;863;2;31;A
T2;432;864;2;20;Z
T2;433;865;2;31;B
T2;433;866;1;16;Z
T2;434;867;2;22;Z
T2;434;868;2;20;Z
T2;435;869;1;22;Z
T2;435;870;1;58;D
T2;436;871;2;17;Z
T2;436;872;1;22;Z
T2;437;873;2;24;Z
T2;437;874;2;17;Z
T2;438;875;2;17;Z
T2;438;876;2;22;Z
T2;439;877;1;34;B
T2;439;878;2;22;Z
T2;440;879;1;22;Z
T2;440;880;2;21;Z
T2;441;881;1;23;Z
T2;441;882;2;24;Z
T2;442;883;1;28;Z
T2;442;884;1;23;Z
T2;443;885;1;18;Z
T2;443;886;1;22;Z
T2;444;887;2;18;Z
T2;444;888;2;39;D
T2;445;889;2;19;Z
T2;445;890;1;29;Z
T2;446;891;1;19;Z
T2;446;892;1;16;Z
T2;447;893;2;18;Z
T2;447;894;1;16;Z
T2;448;895;2;20;Z
T2;448;896;1;20;Z
T2;449;897;2;28;Z
T2;449;898;2;29;Z
T2;450;899;2;16;Z
T2;450;900;1;23;Z
T2;451;901;2;28;Z
T2;451;902;2;18;Z
T2;452;903;1;18;Z
T2;452;904;1;21;Z
T2;453;905;1;25;Z
T2;453;906;1;29;Z
T2;454;907;1;22;Z
T2;454;908;2;24;Z
T2;455;909;1;22;Z
T2;455;910;2;22;Z
T2;456;911;2;24;Z
T2;456;912;1;23;Z
T2;457;913;2;21;Z
T2;457;914;1;22;Z
T2;458;915;1;24;Z
T2;458;916;1;22;Z
T2;459;917;2;24;Z
T2;459;918;1;19;Z
T2;460;919;1;21;Z
T2;460;920;2;20;Z
T2;461;921;1;25;Z
T2;461;922;1;18;Z
T2;462;923;1;21;Z
T2;462;924;1;22;Z
T2;463;925;1;26;Z
T2;463;926;2;21;Z
T2;464;927;2;32;D
T2;464;928;1;22;Z
T2;465;929;2;22;Z
T2;465;930;1;20;Z
T2;466;931;1;25;Z
T2;466;932;2;19;Z
T2;467;933;1;15;Z
T2;467;934;2;19;Z
T2;468;935;2;21;Z
T2;468;936;2;25;Z
T2;469;937;2;19;Z
T2;469;938;2;19;Z
T2;470;939;1;22;Z
T2;470;940;1;20;Z
T2;471;941;1;24;Z
T2;471;942;1;21;Z
T2;472;943;2;16;Z
T2;472;944;2;31;D
T2;473;945;1;30;C
T2;473;946;2;18;Z
T2;474;947;2;17;Z
T2;474;948;2;45;C
T2;475;949;2;24;Z
T2;475;950;2;26;Z
T2;476;951;2;28;Z
T2;476;952;1;23;Z
T2;477;953;1;24;Z
T2;477;954;1;22;Z
T2;478;955;1;23;Z
T2;478;956;2;21;Z
T2;479;957;2;21;Z
T2;479;958;1;23;Z
T2;480;959;2;21;Z
T2;480;960;2;19;Z
T2;481;961;1;24;Z
T2;481;962;2;22;Z
T2;482;963;2;24;Z
T2;482;964;1;23;Z
T2;483;965;2;22;Z
T2;483;966;1;23;Z
T2;484;967;1;29;Z
T2;484;968;1;21;Z
T2;485;969;2;21;Z
T2;485;970;1;18;Z
T2;486;971;1;18;Z
T2;486;972;1;23;Z
T2;487;973;2;27;Z
T2;487;974;1;23;Z
T2;488;975;2;15;Z
T2;488;976;1;22;Z
T2;489;977;2;18;Z
T2;489;978;1;41;D
T2;490;979;1;18;Z
T2;490;980;2;19;Z
T2;491;981;2;24;Z
T2;491;982;2;24;Z
T2;492;983;2;67;C
T2;492;984;2;18;Z
T2;493;985;1;24;Z
T2;493;986;2;20;Z
T2;494;987;1;44;C
T2;494;988;1;24;Z
T2;495;989;1;19;Z
T2;495;990;2;24;Z
T2;496;991;1;24;Z
T2;496;992;1;21;Z
T2;497;993;2;22;Z
T2;497;994;1;20;Z
T2;498;995;1;25;Z
T2;498;996;1;22;Z
T2;499;997;1;30;D
T2;499;998;2;25;Z
T2;500;999;1;15;Z
T2;500;1000;1;34;D
T2;501;1001;1;25;Z
