TYP;Id_Men;Id_Pers;Sexe;Age;Dipl
T1;358;358;1;20;Z
T1;359;359;1;21;Z
T1;360;360;2;59;D
T1;361;361;2;20;Z
T1;362;362;2;17;Z
T1;363;363;1;27;Z
T1;364;364;1;17;Z
T1;365;365;2;21;Z
T1;366;366;2;18;Z
T1;367;367;1;30;A
T1;368;368;1;20;Z
T1;369;369;1;29;Z
T1;370;370;2;25;Z
T1;371;371;1;26;Z
T1;372;372;1;20;Z
T1;373;373;1;30;D
T1;374;374;2;15;Z
T1;375;375;2;17;Z
T1;376;376;2;25;Z
T1;377;377;1;20;Z
T1;378;378;1;20;Z
T1;379;379;1;19;Z
T1;380;380;2;18;Z
T1;381;381;2;21;Z
T1;382;382;1;24;Z
T1;383;383;2;70;D
T1;384;384;2;33;D
T1;385;385;2;18;Z
T1;386;386;1;21;Z
T1;387;387;2;81;D
T1;388;388;1;32;C
T1;389;389;2;18;Z
T1;390;390;1;25;Z
T1;391;391;2;21;Z
T1;392;392;2;25;Z
T1;393;393;1;21;Z
T1;394;394;2;21;Z
T1;395;395;2;17;Z
T1;396;396;1;31;B
T1;397;397;1;29;Z
T1;398;398;2;15;Z
T1;399;399;2;20;Z
T1;400;400;1;26;Z
T1;401;401;2;21;Z
T1;402;402;1;17;Z
T1;403;403;2;64;A
T1;404;404;1;23;Z
T1;405;405;2;18;Z
T1;406;406;1;16;Z
T1;407;407;1;55;B
T1;408;408;1;24;Z
T1;409;409;2;23;Z
T1;410;410;1;17;Z
T1;411;411;2;76;B
T1;412;412;2;27;Z
T1;413;413;2;16;Z
T1;414;414;2;33;B
T1;415;415;2;63;D
T1;416;416;2;17;Z
T1;417;417;1;21;Z
T1;418;418;1;33;D
T1;419;419;1;19;Z
T1;420;420;1;50;D
T1;421;421;1;27;Z
T1;422;422;2;24;Z
T1;423;423;1;21;Z
T1;424;424;2;24;Z
T1;425;425;1;15;Z
T1;426;426;1;15;Z
T1;427;427;1;27;Z
T1;428;428;1;59;B
T1;429;429;1;17;Z
T1;430;430;1;21;Z
T1;431;431;1;32;D
T1;432;432;1;21;Z
T1;433;433;2;25;Z
T1;434;434;1;24;Z
T1;435;435;2;20;Z
T1;436;436;1;22;Z
T1;437;437;1;29;Z
T1;438;438;2;17;Z
T1;439;439;2;17;Z
T1;440;440;2;59;A
T1;441;441;2;22;Z
T1;442;442;1;19;Z
T1;443;443;1;25;Z
T1;444;444;2;22;Z
T1;445;445;1;34;D
T1;446;446;2;23;Z
T1;447;447;1;25;Z
T1;448;448;1;24;Z
T1;449;449;1;19;Z
T1;450;450;1;19;Z
T1;451;451;2;30;B
T1;452;452;1;16;Z
T1;453;453;2;19;Z
T1;454;454;1;24;Z
T1;455;455;2;23;Z
T1;456;456;2;25;Z
T1;457;457;2;27;Z
T1;458;458;1;25;Z
T1;459;459;2;58;B
T1;460;460;2;18;Z
T1;461;461;2;22;Z
T1;462;462;2;16;Z
T1;463;463;1;23;Z
T1;464;464;1;22;Z
T1;465;465;1;24;Z
T1;466;466;1;18;Z
T1;467;467;2;24;Z
T1;468;468;2;22;Z
T1;469;469;2;27;Z
T1;470;470;1;29;Z
T1;471;471;2;24;Z
T1;472;472;2;46;D
T1;473;473;2;22;Z
T1;474;474;1;19;Z
T1;475;475;1;42;C
T1;476;476;1;15;Z
T1;477;477;1;34;C
T1;478;478;1;23;Z
T1;479;479;2;27;Z
T1;480;480;2;23;Z
T1;481;481;1;23;Z
T1;482;482;1;24;Z
T1;483;483;1;23;Z
T1;484;484;2;59;A
T1;485;485;2;26;Z
T1;486;486;2;30;C
T1;487;487;2;17;Z
T1;488;488;1;23;Z
T1;489;489;1;49;A
T1;490;490;2;23;Z
T1;491;491;1;21;Z
T1;492;492;2;15;Z
T1;493;493;1;23;Z
T1;494;494;1;25;Z
T1;495;495;1;20;Z
T1;496;496;1;20;Z
T1;497;497;2;17;Z
T1;498;498;1;24;Z
T1;499;499;2;20;Z
T1;500;500;2;28;Z
T1;501;501;1;26;Z
T1;502;502;1;16;Z
T1;503;503;2;23;Z
T1;504;504;2;23;Z
T1;505;505;2;24;Z
T1;506;506;2;21;Z
T1;507;507;2;21;Z
T1;508;508;2;17;Z
T1;509;509;2;23;Z
T1;510;510;1;55;B
T1;511;511;2;21;Z
T1;512;512;2;18;Z
T1;513;513;1;21;Z
T1;514;514;1;22;Z
T1;515;515;1;23;Z
T1;516;516;2;30;D
T1;517;517;1;32;D
T1;518;518;1;47;D
T1;519;519;2;19;Z
T1;520;520;1;29;Z
T1;521;521;1;24;Z
T1;522;522;1;23;Z
T1;523;523;2;24;Z
T1;524;524;1;34;D
T1;525;525;1;25;Z
T1;526;526;1;38;A
T1;527;527;2;17;Z
T1;528;528;2;19;Z
T1;529;529;2;25;Z
T1;530;530;2;21;Z
T1;531;531;1;23;Z
T1;532;532;1;30;B
T1;533;533;2;28;Z
T1;534;534;2;23;Z
T1;535;535;2;23;Z
T1;536;536;1;23;Z
T1;537;537;2;20;Z
T1;538;538;1;22;Z
T1;539;539;1;19;Z
T1;540;540;2;22;Z
T1;541;541;2;15;Z
T1;542;542;2;17;Z
T1;543;543;1;24;Z
T1;544;544;2;28;Z
T1;545;545;2;22;Z
T1;546;546;2;30;C
T1;547;547;2;25;Z
T1;548;548;2;30;B
T1;549;549;2;19;Z
T1;550;550;1;25;Z
T1;551;551;2;22;Z
T1;552;552;1;69;C
T1;553;553;1;21;Z
T1;554;554;1;21;Z
T1;555;555;2;32;A
T1;556;556;2;22;Z
T1;557;557;1;25;Z
T1;558;558;1;48;D
T1;559;559;1;19;Z
T1;560;560;1;31;D
T1;561;561;1;30;B
T1;562;562;2;75;D
T1;563;563;2;28;Z
T1;564;564;1;28;Z
T1;565;565;1;21;Z
T1;566;566;1;22;Z
T1;567;567;1;23;Z
T1;568;568;2;20;Z
T1;569;569;2;17;Z
T1;570;570;2;19;Z
T1;571;571;1;20;Z
T1;572;572;2;25;Z
T1;573;573;1;22;Z
T1;574;574;1;25;Z
T1;575;575;2;19;Z
T1;576;576;2;33;C
T1;577;577;1;31;C
T1;578;578;1;21;Z
T1;579;579;1;16;Z
T1;580;580;1;23;Z
T1;581;581;2;20;Z
T1;582;582;2;26;Z
T1;583;583;1;31;D
T1;584;584;2;16;Z
T1;585;585;1;21;Z
T1;586;586;2;23;Z
T1;587;587;1;29;Z
T1;588;588;2;25;Z
T1;589;589;2;25;Z
T1;590;590;1;34;D
T1;591;591;2;18;Z
T1;592;592;2;21;Z
T1;593;593;1;23;Z
T1;594;594;2;28;Z
T1;595;595;2;24;Z
T1;596;596;2;17;Z
T1;597;597;2;22;Z
T1;598;598;2;19;Z
T1;599;599;1;18;Z
T1;600;600;1;23;Z
T1;601;601;2;23;Z
T1;602;602;1;33;A
T1;603;603;1;26;Z
T1;604;604;2;21;Z
T1;605;605;2;22;Z
T1;606;606;1;16;Z
T1;607;607;2;22;Z
T1;608;608;1;16;Z
T1;609;609;2;19;Z
T1;610;610;1;19;Z
T1;611;611;2;16;Z
T1;612;612;1;24;Z
T1;613;613;2;62;C
T1;614;614;1;26;Z
T1;615;615;2;17;Z
T1;616;616;1;31;C
T1;617;617;1;22;Z
T1;618;618;2;18;Z
T1;619;619;2;20;Z
T1;620;620;1;32;B
T1;621;621;2;17;Z
T1;622;622;2;27;Z
T1;623;623;1;20;Z
T1;624;624;1;24;Z
T1;625;625;2;21;Z
T1;626;626;1;22;Z
T1;627;627;1;28;Z
T1;628;628;2;20;Z
T1;629;629;2;21;Z
T1;630;630;2;83;B
T1;631;631;2;24;Z
T1;632;632;2;19;Z
T1;633;633;1;19;Z
T1;634;634;2;20;Z
T1;635;635;2;17;Z
T1;636;636;2;31;D
T1;637;637;1;20;Z
T1;638;638;1;16;Z
T1;639;639;1;39;D
T1;640;640;2;22;Z
T1;641;641;2;21;Z
T1;642;642;1;25;Z
T1;643;643;1;17;Z
T1;644;644;2;22;Z
T1;645;645;1;21;Z
T1;646;646;2;31;C
T1;647;647;1;16;Z
T1;648;648;1;32;D
T1;649;649;1;20;Z
T1;650;650;1;25;Z
T1;651;651;2;30;D
T1;652;652;1;25;Z
T1;653;653;2;19;Z
T1;654;654;1;25;Z
T1;655;655;1;57;A
T1;656;656;2;30;A
T1;657;657;2;17;Z
T1;658;658;2;36;D
T1;659;659;1;49;D
T1;660;660;2;24;Z
T1;661;661;2;25;Z
T1;662;662;2;27;Z
T1;663;663;1;29;Z
T1;664;664;2;27;Z
T1;665;665;2;34;D
T1;666;666;1;23;Z
T1;667;667;1;27;Z
T1;668;668;2;21;Z
T1;669;669;1;30;B
T1;670;670;1;16;Z
T1;671;671;2;21;Z
T1;672;672;1;30;D
T1;673;673;1;25;Z
T1;674;674;2;20;Z
T1;675;675;1;38;C
T1;676;676;1;36;C
T1;677;677;2;21;Z
T1;678;678;1;22;Z
T1;679;679;1;31;D
T1;680;680;1;26;Z
T1;681;681;2;45;D
T1;682;682;1;43;B
T1;683;683;1;32;A
T1;684;684;1;94;D
T1;685;685;1;23;Z
T1;686;686;1;30;C
T1;687;687;2;35;C
T1;688;688;1;47;B
T1;689;689;1;27;Z
T1;690;690;1;27;Z
T1;691;691;1;19;Z
T1;692;692;2;28;Z
T1;693;693;2;70;D
T1;694;694;2;60;B
T1;695;695;2;30;C
T1;696;696;1;38;B
T1;697;697;1;32;D
T1;698;698;1;24;Z
T1;699;699;1;18;Z
T1;700;700;2;18;Z
T1;701;701;1;21;Z
T1;702;702;2;19;Z
T1;703;703;2;26;Z
T1;704;704;1;22;Z
T1;705;705;2;24;Z
T1;706;706;1;17;Z
T1;707;707;1;29;Z
T1;708;708;2;16;Z
T1;709;709;2;15;Z
T1;710;710;2;24;Z
T1;711;711;1;17;Z
T1;712;712;2;19;Z
T1;713;713;2;21;Z
T1;714;714;2;29;Z
T1;715;715;1;22;Z
T1;716;716;1;17;Z
T1;717;717;1;26;Z
T1;718;718;2;17;Z
T1;719;719;2;21;Z
T1;720;720;2;22;Z
T1;721;721;2;27;Z
T1;722;722;2;24;Z
T1;723;723;1;17;Z
T1;724;724;1;24;Z
T1;725;725;2;23;Z
T1;726;726;1;79;D
T1;727;727;1;22;Z
T1;728;728;1;23;Z
T1;729;729;1;28;Z
T1;730;730;1;44;A
T1;731;731;1;18;Z
T1;732;732;1;30;C
T1;733;733;1;23;Z
T1;734;734;1;21;Z
T1;735;735;2;21;Z
T1;736;736;1;20;Z
T1;737;737;2;23;Z
T1;738;738;1;16;Z
T1;739;739;1;30;C
T1;740;740;2;86;D
T1;741;741;2;19;Z
T1;742;742;1;31;B
T1;743;743;2;29;Z
T1;744;744;2;19;Z
T1;745;745;2;21;Z
T1;746;746;2;45;D
T1;747;747;2;24;Z
T1;748;748;1;31;B
T1;749;749;1;30;D
T1;750;750;1;26;Z
T1;751;751;2;22;Z
T1;752;752;2;15;Z
T1;753;753;1;20;Z
T1;754;754;1;19;Z
T1;755;755;2;27;Z
T1;756;756;2;16;Z
T1;757;757;1;17;Z
T1;758;758;1;39;A
T1;759;759;1;23;Z
T1;760;760;1;23;Z
T1;761;761;2;20;Z
T1;762;762;1;20;Z
T1;763;763;2;19;Z
T1;764;764;1;25;Z
T1;765;765;1;19;Z
T1;766;766;2;85;B
T1;767;767;2;28;Z
T1;768;768;2;17;Z
T1;769;769;2;17;Z
T1;770;770;2;15;Z
T1;771;771;2;23;Z
T1;772;772;2;27;Z
T1;773;773;1;24;Z
T1;774;774;2;19;Z
T1;775;775;1;26;Z
T1;776;776;2;21;Z
T1;777;777;1;19;Z
T1;778;778;1;30;D
T1;779;779;1;23;Z
T1;780;780;1;27;Z
T1;781;781;1;29;Z
T1;782;782;1;23;Z
T1;783;783;2;22;Z
T1;784;784;1;29;Z
T1;785;785;2;25;Z
T1;786;786;2;24;Z
T1;787;787;2;15;Z
T1;788;788;2;27;Z
T1;789;789;1;27;Z
T1;790;790;1;21;Z
T1;791;791;2;17;Z
T1;792;792;2;57;A
T1;793;793;2;38;D
T1;794;794;1;16;Z
T1;795;795;2;21;Z
T1;796;796;2;22;Z
T1;797;797;1;18;Z
T1;798;798;2;24;Z
T1;799;799;2;22;Z
T1;800;800;2;20;Z
T1;801;801;1;16;Z
T1;802;802;1;20;Z
T1;803;803;2;33;A
T1;804;804;1;26;Z
T1;805;805;1;31;D
T1;806;806;2;24;Z
T1;807;807;1;20;Z
T1;808;808;1;34;C
T1;809;809;2;30;D
T1;810;810;2;19;Z
T1;811;811;2;75;D
T1;812;812;1;16;Z
T1;813;813;1;23;Z
T1;814;814;1;25;Z
T1;815;815;2;24;Z
T1;816;816;1;26;Z
T1;817;817;2;18;Z
T1;818;818;2;68;B
T1;819;819;1;24;Z
T1;820;820;2;21;Z
T1;821;821;2;25;Z
T1;822;822;1;16;Z
T1;823;823;2;22;Z
T1;824;824;1;22;Z
T1;825;825;2;24;Z
T1;826;826;2;23;Z
T1;827;827;1;34;B
T1;828;828;2;15;Z
T1;829;829;2;16;Z
T1;830;830;2;23;Z
T1;831;831;2;21;Z
T1;832;832;2;24;Z
T1;833;833;1;59;B
T1;834;834;1;17;Z
T1;835;835;2;40;B
T1;836;836;1;19;Z
T1;837;837;1;22;Z
T1;838;838;1;34;D
T1;839;839;1;29;Z
T1;840;840;2;25;Z
T1;841;841;2;18;Z
T1;842;842;2;18;Z
T1;843;843;2;22;Z
T1;844;844;1;34;C
T1;845;845;2;17;Z
T1;846;846;1;23;Z
T1;847;847;1;26;Z
T1;848;848;2;39;A
T1;849;849;2;21;Z
T1;850;850;2;45;B
T1;851;851;2;48;A
T1;852;852;2;70;D
T1;853;853;2;23;Z
T1;854;854;2;23;Z
T1;855;855;2;20;Z
T1;856;856;1;17;Z
T1;857;857;1;32;B
T1;858;858;2;25;Z
T1;859;859;2;21;Z
T1;860;860;2;19;Z
T1;861;861;1;33;D
T1;862;862;1;35;A
T1;863;863;2;19;Z
T1;864;864;1;23;Z
T1;865;865;2;20;Z
T1;866;866;2;21;Z
T1;867;867;1;29;Z
T1;868;868;1;22;Z
T1;869;869;1;20;Z
T1;870;870;1;37;D
T1;871;871;2;25;Z
T1;872;872;1;38;D
T1;873;873;1;23;Z
T1;874;874;2;25;Z
T1;875;875;2;21;Z
T1;876;876;2;19;Z
T1;877;877;1;26;Z
T1;878;878;1;34;A
T1;879;879;2;23;Z
T1;880;880;2;19;Z
T1;881;881;1;22;Z
T1;882;882;2;15;Z
T1;883;883;2;22;Z
T1;884;884;1;60;B
T1;885;885;2;57;D
T1;886;886;2;17;Z
T1;887;887;1;17;Z
T1;888;888;2;21;Z
T1;889;889;2;24;Z
T1;890;890;1;16;Z
T1;891;891;1;23;Z
T1;892;892;2;18;Z
T1;893;893;1;25;Z
T1;894;894;2;21;Z
T1;895;895;1;28;Z
T1;896;896;2;17;Z
T1;897;897;2;37;C
T1;898;898;2;24;Z
T1;899;899;2;24;Z
T1;900;900;2;27;Z
T1;901;901;1;30;D
T1;902;902;1;17;Z
T1;903;903;2;34;C
T1;904;904;2;19;Z
T1;905;905;1;24;Z
T1;906;906;1;24;Z
T1;907;907;2;20;Z
T1;908;908;2;22;Z
T1;909;909;2;24;Z
T1;910;910;2;21;Z
T1;911;911;2;21;Z
T1;912;912;2;35;D
T1;913;913;1;33;D
T1;914;914;1;25;Z
T1;915;915;2;24;Z
T1;916;916;1;25;Z
T1;917;917;1;39;D
T1;918;918;2;21;Z
T1;919;919;1;20;Z
T1;920;920;1;26;Z
T1;921;921;2;26;Z
T1;922;922;1;56;D
T1;923;923;2;57;C
T1;924;924;1;21;Z
T1;925;925;1;24;Z
T1;926;926;1;24;Z
T1;927;927;1;27;Z
T1;928;928;2;16;Z
T1;929;929;2;25;Z
T1;930;930;2;21;Z
T1;931;931;1;29;Z
T1;932;932;2;21;Z
T1;933;933;1;30;D
T1;934;934;2;39;D
T1;935;935;1;16;Z
T1;936;936;2;20;Z
T1;937;937;1;17;Z
T1;938;938;2;15;Z
T1;939;939;2;20;Z
T1;940;940;2;28;Z
T1;941;941;1;21;Z
T1;942;942;2;19;Z
T1;943;943;1;19;Z
T1;944;944;2;22;Z
T1;945;945;1;21;Z
T1;946;946;2;20;Z
T1;947;947;1;20;Z
T1;948;948;1;23;Z
T1;949;949;1;21;Z
T1;950;950;1;21;Z
T1;951;951;1;17;Z
T1;952;952;2;27;Z
T1;953;953;2;21;Z
T1;954;954;2;88;B
T1;955;955;1;33;D
T1;956;956;2;25;Z
T1;957;957;2;22;Z
T1;958;958;2;17;Z
T1;959;959;1;24;Z
T1;960;960;2;16;Z
T1;961;961;2;22;Z
T1;962;962;1;32;A
T1;963;963;2;19;Z
T1;964;964;1;25;Z
T1;965;965;2;24;Z
T1;966;966;1;30;C
T1;967;967;1;24;Z
T1;968;968;2;31;D
T1;969;969;2;16;Z
T1;970;970;2;23;Z
T1;971;971;2;23;Z
T1;972;972;2;18;Z
T1;973;973;1;16;Z
T1;974;974;2;18;Z
T1;975;975;2;21;Z
T1;976;976;1;29;Z
T1;977;977;1;24;Z
T1;978;978;1;20;Z
T1;979;979;2;28;Z
T1;980;980;2;21;Z
T1;981;981;2;19;Z
T1;982;982;2;23;Z
T1;983;983;1;33;D
T1;984;984;1;23;Z
T1;985;985;2;23;Z
T1;986;986;2;36;D
T1;987;987;1;56;D
T1;988;988;1;25;Z
T1;989;989;2;19;Z
T1;990;990;1;20;Z
T1;991;991;1;56;D
T1;992;992;1;18;Z
T1;993;993;1;23;Z
T1;994;994;2;15;Z
T1;995;995;1;34;B
T1;996;996;2;24;Z
T1;997;997;2;15;Z
T1;998;998;1;17;Z
T1;999;999;2;21;Z
T1;1000;1000;2;41;A
T1;1001;1001;1;20;Z
T1;1002;1002;1;24;Z
T1;1003;1003;1;29;Z
T1;1004;1004;2;19;Z
T1;1005;1005;1;32;B
T1;1006;1006;2;23;Z
T1;1007;1007;2;40;D
T1;1008;1008;1;23;Z
T1;1009;1009;2;19;Z
